id,Age,Sex,Ethnicity,Health,Work,Beef,Lamb,Pork,ProcessedRedMeat,Burgers,Sausages,Offal,Poultry,GameBirds,Fish,Alcohol,Fruit,Veg
8227,a75_pl,F,white,good,u16_75pl,25.83683333,0,16.66666667,0,0,7.1666,0,23.33333333,0,0,10.54166667,115.0733333,122.0150833
8228,a75_pl,F,white,fair,u16_75pl,15.715,2.022,0,0,0,0,0,37.5,0,26.103,0,265.84,183.856725
8229,a75_pl,F,white,good,u16_75pl,11.225,0,0,0,0,0,0,49.97225,0,20.625,21.7765,29.915,98.4943
8230,a75_pl,F,white,verygood,u16_75pl,0,0,0,0,0,0,0,0,0,35.801225,18.05625,207.625,152.54
8231,a75_pl,F,white,good,u16_75pl,32.97125,0,0,11.4015,0,0,0,7.35375,0,0,0,204.15,90.7115
8232,a75_pl,F,white,fair,u16_75pl,0,0,0,5.75,0,55.25,0,0,0,6.9765,0.08125,0,11.3564
8233,a75_pl,F,white,good,u16_75pl,25.2,0,0,5.75,0,0,19.88,0,0,13.8,15.54375,0,112.1075
8234,a75_pl,F,white,fair,u16_75pl,0,11.1444,5.075,0,0,4.065,0,16.415,0,6.9765,3.21875,1.0878,46.282
8235,a75_pl,F,white,fair,u16_75pl,0.050166667,0,0,0,0,0,0.028666667,0.035833333,0,49.5,0,270.6705,125.2037
8236,a75_pl,F,white,fair,u16_75pl,0.0525,21.25,0,24.475,0,0,13.355,16.2875,0,0,4.55075,80.6834855,156.6350915
8237,a75_pl,F,white,fair,u16_75pl,0.14,73.825,0,6.5,0,25.5,0.08,23.725,0,0,0,52.8125,139.004395
8238,a75_pl,F,white,good,u16_75pl,18.5,11.725,0,16.5,0,0,0,69.375,0,0,14.1625,183.599,251.955941
8239,a75_pl,F,white,good,u16_75pl,25.20375,0,0,1.085,0,0,0,0,0,50.5545,0,193.75,137.317339
8240,a75_pl,F,white,verygood,u16_75pl,0,13,13.2,24,0,0,18.52816,1.25,0,18,23.072,26.505,245.225
8241,a75_pl,F,white,fair,u16_75pl,18.5,0,20,9.125,0,10.75,0,0,0,12.558,0,46.294,155.8285
8242,a75_pl,F,white,good,u16_75pl,37,0,0,0,0,0,0,0,0,0,0,18.21775,147.62125
8243,a75_pl,F,white,good,u16_75pl,0,0,0,0,0,0,0,61.5175,0,16.7436,0,10.218,81.405375
8244,a75_pl,F,white,bad,u16_75pl,0.037625,0,0,11.5,0,0,0.0215,50.026875,0,11.25,0,0,55.691875
8245,a75_pl,F,white,good,u16_75pl,16.8375,0,0,13.75,0,8.0625,0,23.625,0,22.1,0,67.495,65.491305
8246,a75_pl,F,white,fair,u16_75pl,7.4,22.5,9,28,0,0,0,19,0,28,0,7.425,137.4
8247,a75_pl,F,white,fair,u16_75pl,11.25,0,15,32.625,0,0,0,0,26.25,91.815,8.8125,83.125,57.75
8248,a75_pl,F,white,good,u16_75pl,18.33,0,30,23,0,0,0,19.446,0,14.3775,0,263.90625,151.360625
8249,a75_pl,F,white,verygood,u16_75pl,9.25,0,0,17.75,0,11.5,0,15.075,0,6.7,1.725,15,84.0648625
8250,a75_pl,F,white,good,u16_75pl,33.69579375,0,0,5.625,0,0,19.2,0,0,0,0,148.925,126.6726588
8251,a75_pl,F,white,good,u16_75pl,10.25,0,0,0,0,0,0,10.225,0,39.84,4.0125,216.7755,262.12075
8252,a75_pl,F,white,fair,u16_75pl,0,0,0,1.25,0,0,0,65.405,0,10.5,6.65,62.5952,95.2025
8253,a75_pl,F,white,fair,u16_75pl,0,0,19.175,3.513,0,0,0,27.8367,0,0,0,2.0302,61.80715375
8254,a75_pl,F,white,verygood,u16_75pl,49.33333333,0,26.66666667,25,0,43,0,0,0,0,0,100,291.6666667
8255,a75_pl,F,white,good,u16_75pl,17.5,22.2888,0,0,0,0,0,0,13.5,12.265,0,13.4315,66.652
8256,a75_pl,F,white,good,u16_75pl,39.294324,0,0,0,0,0,0,18.375,0,0,0,144.55,86.27488288
8257,a75_pl,F,white,fair,u16_75pl,42.184375,0,0,5.5,0,21.5,0,0,0,52.2,9.4,35.8243,111.029325
8258,a75_pl,F,white,fair,u16_75pl,0,49.5,22.5,26.875,0,21.5,0,0,0,38,0,1,90.5675
8259,a75_pl,F,white,fair,u16_75pl,0,0,6.666666667,0,0,21.33333333,0,0,0,54.08,0,83.33333333,135.7195973
8260,a75_pl,F,white,fair,u16_75pl,23.125,0,0,5.75,0,0,0,0,0,47.6125,2.96875,155.56825,283.5256
8261,a75_pl,F,white,fair,u16_75pl,14.125,0,0,14.55,0,5.65,14,21,0,0,0,0,1.4
8262,a75_pl,F,white,fair,u16_75pl,0,0,0,8.35,0,10.75,0,32.5,0,19.75,0,79.25,100.4625
8263,a75_pl,F,white,fair,u16_75pl,0,0,0,1.6175,0,0,0,30.015,0,36.492,0,125.9583278,78.125
8264,a75_pl,F,white,good,u16_75pl,31.875,0,0,5.75,0,0,0,0,0,38.4,0,253.0976925,112.8717
8265,a75_pl,F,white,verygood,u16_75pl,0,0,0,27.75,0,0,0,25,0,25,6.4375,42.04375,125.548375
8266,a75_pl,F,white,verybad,u16_75pl,18.51166667,0,0,0,0,18.39236667,0,0,0,34.8825,0,68.33133333,181.2478333
8267,a75_pl,F,white,good,u16_75pl,14.43725,0,0,13.325,0,0,0,97.7475,0,0,0,109.19005,57.113375
8268,a75_pl,F,white,fair,u16_75pl,52.948,0,0,14.66666667,0,0,0,0,0,43.30833333,0,43.05333333,95.38366667
8269,a75_pl,F,white,verygood,u16_75pl,0,0,0,11.5,0,0,0,16.25,0,50.34,0.0265,81.375,113.827725
8270,a75_pl,F,white,good,u16_75pl,7.3221659,0,0,7.5,0,0,0,17.575,0,25,7.05,194.4190504,234.6600614
8271,a75_pl,F,white,fair,u16_75pl,10.08,0,0,11.5,0,10.75,0,21.875,0,60.54,0,36.09115,335.4019063
8272,a75_pl,F,white,verygood,u16_75pl,33.75,0,0,10,0,0,0,23.4375,0,27.95,3.0525,392.5645,205.94075
8273,a75_pl,F,white,verygood,u16_75pl,43.4375,0,8.8515,5.5,0,0,0,17.97525,6,41.09335,0,296.1029875,211.963975
8274,a75_pl,F,white,fair,u16_75pl,0,13.6125,0,17.69,0,17.1424,0,24.14,0,12.5,0,0.0504,59.5089
8275,a75_pl,F,white,good,u16_75pl,25.49,0,0,0,0,0,0,23.1755,0,11.05,0,63,140.275
8276,a75_pl,F,white,good,u16_75pl,43.7272,0,0,29.67,0,0,0,24.64605,0,22,0,13.115475,38.5395
8277,a75_pl,F,white,fair,u16_75pl,0.0455,22.725,0,31.5,0,53,0.026,0.0325,0,26.161875,1.675,137.5,84.5371875
8278,a75_pl,F,white,good,u16_75pl,0,0,0,56.63333333,0,14.33333333,0,23.33333333,0,0,0,105.2879137,102.8343333
8279,a75_pl,F,white,fair,u16_75pl,0,17.5,23.156,0,0,0,0,32.5,0,0,0,270.0625,349.0999484
8280,a75_pl,F,white,good,u16_75pl,24.01666667,0,26.66666667,15.33333333,0,0,0,43.33333333,0,0,0,142.8386667,461.6566667
8281,a75_pl,F,white,verygood,u16_75pl,15.112875,0,0,42.5,0,0,0.0645,6.830625,0,18.1972,0,92.05,89.098795
8282,a75_pl,F,white,good,u16_75pl,12.20175,12.5,17.49,0,0,0,0,0,0,8.2725,22.782,5.4,104.15895
8283,a75_pl,F,white,good,u16_75pl,0,0,0,2.5585,0,0,0,0,0,24.97547,0,140.34825,270.726875
8284,a75_pl,F,white,good,u16_75pl,0.04375,0,0,9.2125,0,0,29.3075,0.03125,0,53.832,0,403.396875,349.3232347
8285,a75_pl,F,white,good,u16_75pl,0,0,0,11.5,0,2.94,0,43.215,0,27.345,27.31875,214.25,249.4240716
8286,a75_pl,F,white,verygood,u16_75pl,23.246875,0,0,7.45,0,0,0,92.3705,0,25.5,0,267.55,572.8118275
8287,a75_pl,F,white,verygood,u16_75pl,20.6,0,44.2,0,0,0,0,2.8,0,16.6675,10.35198438,231.9906915,176.8772299
8288,a75_pl,F,white,fair,u16_75pl,27.51328125,20.632794,11.1645,8.9725,0,0,0,0,0,32.604125,29.65,104.1706,82.35267688
8289,a75_pl,F,white,fair,u16_75pl,20.25,0,0,0,0,0,0,33.404,0,23.75,0,34.66666667,192.4483333
8290,a75_pl,F,white,fair,u16_75pl,0,0,0,16,0,0,0,15,0,58.03333333,0,151.25,278.4194167
8291,a75_pl,F,white,verygood,u16_75pl,0,0,0,40,0,0,0,118.2858532,0,30,16.7,207.840625,169.7002519
8292,a75_pl,F,white,verygood,u16_75pl,19.74812113,0,0,0,0,0,0,50,0,0,6.4375,11.775,78.34979284
8293,a75_pl,F,white,good,u16_75pl,0,0,0,9,0,0,0,45.4875,0,0,0,128.084,184.202625
8294,a75_pl,F,white,fair,u16_75pl,0,28.291,3.6525,2.4,0,2.805,0,8.5,0,58.855,0,0,143.1155
8295,a75_pl,F,white,fair,u16_75pl,0,0,0,9.5,0,0,0,32.5,0,37.786,0,21.5876,130.847
8296,a75_pl,F,white,verygood,u16_75pl,0,0,0,5.51925,0,0,0,32.42025,19.55,31.25,12.78125,163.59322,216.014
8297,a75_pl,F,white,good,u16_75pl,17,0,0,0,0,0,0,30.41870475,0,0,7.596149675,142.669825,210.5787253
8298,a75_pl,F,white,fair,u16_75pl,0,0,0,55.875,0,0,0,0,0,72,12.76,48.19875,206
8299,a75_pl,F,white,fair,u16_75pl,19.9375,22.364125,0,9.19,0,0,0,20.625,0,0,0,0,58.57825
8300,a75_pl,F,white,verygood,u16_75pl,0.07525,0,0,13.25,0,24.1,0.043,32.55375,0,25,0,18.42,90.30125
8301,a75_pl,F,white,verygood,u16_75pl,9.375,35,0,41.59185478,0,17.31274003,0,3.4385,0,6.325,0,112.75,197.4878204
8302,a75_pl,F,white,fair,u16_75pl,25.18,0,0,13.83,0,0,0,0,0,25,0,2.878125,28.13425
8303,a75_pl,F,white,verygood,u16_75pl,32.6000625,0,0,58.117675,0,21.5,0,45,0,32.5,24.4625,13.183,98.2177125
8304,a75_pl,F,white,verygood,u16_75pl,6.67875,0,0,0,0,0,0,16.24485,0,49.275,9.447,156.028535,221.5651625
8305,a75_pl,F,white,good,u16_75pl,0,0,0,87,0,0,0,0,0,0,0,0,115.675
8306,a75_pl,F,white,fair,u16_75pl,8.5747375,25,26.1525,12.5,0,23,0.01985,0.0248125,0,0,0,57.625,105.8804125
8307,a75_pl,F,white,good,u16_75pl,0,0,20,0,0,0,0,23.0625,0,49.34375,0,273.7355094,176.311123
8308,a75_pl,F,white,fair,u16_75pl,37.1395,0,0,44,0,0,0,0,0,22.5,0.255,71.736625,137.874
8309,a75_pl,F,white,fair,u16_75pl,23.4625,0,2.40625,0,0,24.5,0,21.175,0,48.5,5.5190875,56.3575,51.701
8310,a75_pl,F,asian,fair,u16_75pl,0,0,0,0,0,0,0,56.25,0,0,0,385.25,123.15
8311,a75_pl,F,white,fair,u16_75pl,0,0,10.73684211,14.0825,0,0,0,14.448825,0,6.75,0,182.5514611,24.05916447
8312,a75_pl,F,white,good,u16_75pl,0,0,0,0,0,0,0,0,0,40.425,18.375,124.2587186,341.1203655
8313,a75_pl,F,white,fair,u16_75pl,6.40625,0,0,0,0,0,0,3.41490625,0,11.85,0,5.3766125,19.777
8314,a75_pl,F,white,fair,u16_75pl,6.5875,22.5,0,0,0,2.5,0.842025,14.159925,0,49.60375,2.380125,247.675,342.18835
8315,a75_pl,F,white,fair,u16_75pl,11.70375,0,0,23.63465,0,5.75,0,7.0173,0,0,0,10.3125,18.1866
8316,a75_pl,F,white,fair,u16_75pl,0,21.6,10.85147247,12.5,0,11.1875,0,29.6,0,0,22.23607593,72.52555,192.0715645
8317,a75_pl,F,white,good,u16_75pl,0.1927,0,9.7375,32.7947,0,0,0,0,0,0,11.2125,154.01815,91.8806
8318,a75_pl,F,white,fair,u16_75pl,31.9,0,0,0,0,0,0,39.4902,0,11.85,0,249.83152,157.2695
8319,a75_pl,F,white,fair,u16_75pl,0,0,0,0,0,0,0,0,0,12.558,0,47.1344,123.1065
8320,a75_pl,F,white,fair,u16_75pl,35.077,0,0,0,0,0,0.044,46.0625,0,15.41925,0,12.1821,159.178625
8321,a75_pl,F,white,fair,u16_75pl,16.875,0,0,5.75,0,0,0,25,0,39.557,2.0875,0,65.674
8322,a75_pl,F,white,good,u16_75pl,0,16.97325,2.8945,17.75,0,0,0,17.5,0,0,0,83.42878,150.57975
8323,a75_pl,F,white,fair,u16_75pl,17.55,21.77668633,4.135,28.25,0,0,0,45.08,0,0,33.4375,20.7875,151.924567
8324,a75_pl,F,white,fair,u16_75pl,0,0,0,12.5,0,0,0,0,0,0,0,26.0584,100.8135
8325,a75_pl,F,white,good,u16_75pl,0,0,20,10.2805,0,0,0,10.625,0,43.375,0,139.2834,82.8675
8326,a75_pl,F,white,fair,u16_75pl,16.875,0,0,36.5,0,24.1,0,0,0,44.761,0,50.6,55.875375
8327,a75_pl,F,white,good,u16_75pl,0,0,0,0,0,24.5,0,0,0,20.9295,0,236.045375,52.815
8328,a75_pl,F,white,good,u16_75pl,0,0,65.47875,23,0,0,0,0,0,22.5,15.273,59.7024,223.675
8329,a75_pl,F,white,fair,u16_75pl,13.098,0,0,0,0,0,0,6.45,0,16,0,91.9319,198.776
8330,a75_pl,F,white,good,u16_75pl,18.33,0,0,15.3,0,0,0,7.94,0,25,0,34.52,73.79
8331,a75_pl,F,white,good,u16_75pl,9.391105173,0,0,5.75,0,0,0,0,0,50.275,8.42625,199.301075,123.7847549
8332,a75_pl,F,white,bad,u16_75pl,49.33333333,0,0,7.333333333,0,53.56133333,0,0,0,0,0,0,105
8333,a75_pl,F,white,bad,u16_75pl,4.8,0,0,12.5,0,0,0,0,0,25,0,93.5225,56.642
8334,a75_pl,F,white,good,u16_75pl,0,0,0,10.5287,0,0,0,38.0525,0,48.62079025,0,238.4984,74.51552475
8335,a75_pl,F,white,fair,u16_75pl,0,3.5,0,0,0,0,20,24.7233,0,48.8,0,297.4176,205.92995
8336,a75_pl,F,white,good,u16_75pl,49.33333333,0,0,0,0,0,0,0,0,27.906,6.641666667,11.18,265.5181667
8337,a75_pl,F,white,fair,u16_75pl,0,0,0,0,0,19.95,0,25,0,10.8,0,6.31136,69.9825
8338,a75_pl,F,white,verybad,u16_75pl,0,0,0,0,0,0,0,28.816,0,0,0,33.33333333,52.88
8339,a75_pl,F,white,fair,u16_75pl,0,0,0,11,0,0,0,26.4,0,0.6355,11.33333333,120.3493333,65.57483333
8340,a75_pl,F,white,good,u16_75pl,11.575,0,0,2.75,0,32.25,0,3.825,0,18.75,0,206.5392,133.81633
8341,a75_pl,F,white,good,u16_75pl,3.725,1.23,0,4.2025,0,16.665,0,61.5105,0,0,0,242.3738375,184.8255
8342,a75_pl,F,white,good,u16_75pl,25.625,22.491,0,0,0,19.8557205,0,14.6109,0,17.545,9.1875,74.40625,276.406165
8343,a75_pl,F,white,good,u16_75pl,36.66666667,0,0,7.5,0,0,0,3.546666667,0,29.33333333,0,168,205.8653333
8344,a75_pl,F,white,good,u16_75pl,0,0,0,5.418,0,0,0,45,58.46,26.1,3.92254,427,141.285
8345,a75_pl,F,white,fair,u16_75pl,0,0,28,20.970246,0,0,0,21.785508,0,0,0,271.8416,215.634705
8346,a75_pl,F,white,good,u16_75pl,0.037625,0,40,6.25,0,0,0.0215,0.026875,0,0,0,45.74135,51.391875
8347,a75_pl,F,white,verygood,u16_75pl,0,20.27775,0,26.05,0,0,0,10.306027,0,0,0,111.8617,24.423402
8348,a75_pl,F,white,good,u16_75pl,0,0,42.7025,0,0,0,0,59.29,0,0,21.063,146.997268,74.42163175
8349,a75_pl,F,white,good,u16_75pl,0,0,0,0,0,0,0,60,0,65.4295,0,312.4375,167.3037
8350,a75_pl,F,white,good,u16_75pl,0,0,31.45,7.5,0,0,44.375,0,0,63.0526,0,84.6875,276.328
8351,a75_pl,F,black,fair,u16_75pl,0,0,0,11.5,0,0,0,111.725,0,58.7075,0,189.4,145.75
8352,a75_pl,F,white,fair,u16_75pl,15.353725,0,0,0,0,0,0,26.25,0,31.1375,0,82.434375,206.474625
8353,a75_pl,F,white,good,u16_75pl,122.825,0,0,15,0,0,0,16.25,0,0,20.6,19.37575,436.6675
8354,a75_pl,F,white,good,u16_75pl,18.5,0,30,22,0,0,0,21.875,0,0,0,152.25,81.1
8355,a75_pl,F,white,verygood,u16_75pl,42.4,67.75,0,20,0,0,0,15.55,0,0,0,44.77083333,207.045
8356,a75_pl,F,white,verygood,u16_75pl,12.7815,0,8.2125,0,0,0,0,14,0,43.578125,13.34625,26.5,154.7415
8357,a75_pl,F,white,verygood,u16_75pl,0,17.5,6.2025,11.5,0,24.5,0,0,0,25.5,0,106.96875,107.225
8358,a75_pl,F,white,fair,u16_75pl,36.6616828,0,28.44725,0.3799512,0,0,3.15,11.6456424,0,42.8382264,29.99,5.775,313.4546722
8359,a75_pl,F,white,bad,u16_75pl,9.75,0,0,0,0,0,2.4375,0,0,27.15,0,113.3333333,113.1666667
8360,a75_pl,F,white,good,u16_75pl,0,0,10,0,0,0,0,0,0,45.375,9.65625,208.223636,362.5431948
8361,a75_pl,F,white,verygood,u16_75pl,8.175,0,0,0,0,0,0.03,46.7975,0,17.22,13.88125,21.159375,195.90325
8362,a75_pl,F,white,good,u16_75pl,23.195,0,4.375,7.5,0,0,0,8.465,0,16,0,57.3409825,37.605
8363,a75_pl,F,white,good,u16_75pl,22.5,46,11.578,8.216327613,0,0,18.75,0,0,17.41125,1.9205,143.82875,95.11906039
8364,a75_pl,F,white,fair,u16_75pl,0.037625,0,0,22,0,0,0.0215,8.464375,0,0,2.88075,0,5.994625
8365,a75_pl,F,white,fair,u16_75pl,0,0,0,32,0,0,0,20.5,0,27.906,0,0,213.94
8366,a75_pl,F,white,verygood,u16_75pl,0,0,0,27.5,0,26.25,0,0,0,21.20325,0,97.825,57.8772
8367,a75_pl,F,white,good,u16_75pl,0,47.24,0.34101,4.3125,0,0,1.134,0,0,42.609375,0,89.591,131.243037
8368,a75_pl,F,white,good,u16_75pl,0,23.45,30,3.15,0,0,0,0,0,56.75,12.4625,53.81067,93.4104
8369,a75_pl,F,white,fair,u16_75pl,0,0,0,9,0,0,20.16,0,0,28,0,108.99375,131.8825
8370,a75_pl,F,white,fair,u16_75pl,0.078,8.5,0,25,0,0,0,25,0,25,3.21875,13,91.3
8371,a75_pl,F,white,good,u16_75pl,0,0,0,28.25,0,0,0,56.875,0,0,0,56.41666,135.71
8372,a75_pl,F,white,good,u16_75pl,30.985,36.076875,0,2.275,0,0.98,0,15,0,34.425,0,128.527025,70.653255
8373,a75_pl,F,white,good,u16_75pl,17.184375,0,0,5.75,0,0,0,22.47,0,3.5309,0,0,56.340675
8374,a75_pl,F,white,good,u16_75pl,18.33,0,0,17.5,0,10.714,6.25,5.25,0,0,0,119.230075,55.3375
8375,a75_pl,F,white,bad,u16_75pl,0,0,3.6525,21.25,0,27.425,19.09278,0,0,30,16.91336,0.975,99.021
8376,a75_pl,F,white,bad,u16_75pl,11.25,1.75,0,0,0,0,0,25,0,20.9295,0,0,33.625375
8377,a75_pl,F,white,bad,u16_75pl,22.33,0,0,3.724,0,0,0,0,30,30.24,0,0,135.526
8378,a0_02,M,asian,verygood,u16_75pl,10.925,0,1.82,0,0,0,3.728,0,0,0.012495,0,86.9935,72.5005
8379,a0_02,M,white,verygood,u16_75pl,21.6,0,0,11,19.56,16,0,0,0,0,0,124.625,91.88675
8380,a0_02,M,white,verygood,u16_75pl,0,0,0,4.9075,0,0,0,11.725,0,7.5,0,69.6064,41.21865
8381,a0_02,M,white,verygood,u16_75pl,0,0,0,0,0,0,0,22.23,0,21.978,0,100,12.705
8382,a0_02,M,white,verygood,u16_75pl,7,0,0,11.25,0,11.5,0,0,0,6.489,0,115.075,61.824
8383,a0_02,M,other,verygood,u16_75pl,9.1005,0.114,0.144,0,0,0,0,13.2705,0,0.33,0,240.29175,118.245
8384,a0_02,M,asian,verygood,u16_75pl,7.4,0,0,0,0,7.5,0,12.25,0,14.3535,0,59.8,35.4739075
8385,a0_02,M,white,verygood,u16_75pl,11.05245,10.475,0,0,0,6.1875,0,14,0,6.9012,0,38.725875,126.6392075
8386,a0_02,M,white,verygood,u16_75pl,14.00984375,0,0,0,0,30,0.005625,12.02653125,0,19.008,0,35.4375,44.88388125
8387,a0_02,M,other,good,u16_75pl,9.625,0,8.95,0,0,7.5,0,12.32990125,0,10.765125,0,27.315,76.1816425
8388,a0_02,M,white,verygood,u16_75pl,15.701375,0,0,1.652625,0,0,0,20.5756,0,10.125,0,235.4665,83.809275
8389,a0_02,M,white,good,u16_75pl,0,0,0,0,0,37.5,0,3.1591,0,8.4,0,206.79975,25.7649825
8390,a0_02,M,asian,good,u16_75pl,0,27.2452,0,0,0,0,0,7.175,0,0,0,56.6775,34.9013075
8391,a0_02,M,white,good,u16_75pl,6,0,0,2.875,20,0,0,7.93705,0,8.4,0,12.5,35.25245
8392,a0_02,M,white,verygood,u16_75pl,13.575,0,0,5.75,0,0,0,0,0,0,0,34.93165,116.723075
8393,a0_02,M,white,verygood,u16_75pl,0,0,0,0,0,15,0,2.5,0,13.905,0,186,74.8675
8394,a0_02,M,asian,good,u16_75pl,7.8,0,0,0,0,17,0,0,0,10.05,0,149.998,13.7025
8395,a0_02,M,white,verygood,u16_75pl,4.625,5.625,0,13.4375,0,15,0,9.4,0,8.652,0,83.1174,51.339375
8396,a0_02,M,white,verygood,u16_75pl,0,0,0,0,0,15,0,0,0,7.29,0,115.27725,71.1
8397,a0_02,M,white,verygood,u16_75pl,10.075,6,0,2.75,0,0,0,0,0,15.38725,0,142.483405,128.976875
8398,a0_02,M,white,verygood,u16_75pl,0,0,0,2.75,0,0,0,0,0,5,0,97.9375,47.152585
8399,a0_02,M,asian,verygood,u16_75pl,0,0,0,0,0,0,0,4.4162,0,0,0,19.125,43.97878
8400,a0_02,M,white,good,u16_75pl,0,0,0,10.5625,0,16.25,0,16.2525,0,16.25,0,88.25,67.02128125
8401,a0_02,M,white,good,u16_75pl,5.99424,0,12.2530725,9.375,0,43.25,0,6.4665,0,0,0,87.82936,73.926275
8402,a0_02,M,white,verygood,u16_75pl,9.2056,0,1.0955,6.705,0,0,0,0,0,0,0,68.875,71.2149375
8403,a0_02,M,white,verygood,u16_75pl,8.125,0,0,0,0,0,0,2,0,8.652,0,154.27634,47.905
8404,a0_02,M,white,good,u16_75pl,6,0,20,23,0,9.37475,0,0,0,18.9067525,0,76.225,59.07575
8405,a0_02,M,white,verygood,u16_75pl,0,0,0,16.832,0,4.2856,0,8.5,0,0.0512625,0,122.289175,91.2573
8406,a0_02,M,white,verygood,u16_75pl,15.85,0,16.075,11.55,0,8.0355,0,5,0,8.4,0.4883,93.5,67.713975
8407,a0_02,M,white,good,u16_75pl,0,0,0,0,0,0,0,0,0,0,0,125.875,75.00075
8408,a0_02,M,white,verygood,u16_75pl,0,0,0,0,0,42.375,0,23.679875,0,0,0,0,79.55825
8409,a0_02,M,white,verygood,u16_75pl,0,0,0,12.5,0,11.5,0,11.407,0,33.862,0,130.9625,33.55
8410,a0_02,M,white,verygood,u16_75pl,9.39384,0,0,9.125,0,0,0,21.545,0,0,0,87.75,47.22401
8411,a0_02,M,white,verygood,u16_75pl,14.5854,0,0,20.817115,0,0,0,46.02832,0,12,0,256.1123,79.2238
8412,a0_02,M,white,verygood,u16_75pl,2.75,0,0,8.154,0,0,0,0,0,15.1,0,215.49125,113.62884
8413,a0_02,M,white,good,u16_75pl,8.6,0,0,16.2,0,30.45,0,49.546,0,0.102525,0,23.06,44.26495
8414,a0_02,M,white,verygood,u16_75pl,0,0,0,0,8.5,0,0,25.761,0,0,0,18.1875,41.41048
8415,a0_02,M,white,good,u16_75pl,9.7875,0,0,6.875,0,0,0,17.655125,0,14.3275,0,153.5539063,46.298
8416,a0_02,M,white,verygood,u16_75pl,1.6875,0,0,12.8125,0,15,0,44.8655,0,9.27,0,0,78.88515
8417,a0_02,M,mixed,good,u16_75pl,6.05,7.0913625,0,8.625,0,12.5,0,6.980375,0,31.14375,0,226.9825,176.6994625
8418,a0_02,M,white,good,u16_75pl,3.24,0,1.44375,0,0,0,0.7875,3.25,0,0,0,125.075,51.238925
8419,a0_02,M,white,verygood,u16_75pl,0,0,0,5.75,0,8.5712,0,36.05475,0,5.0375,0,383.6901,107.835
8420,a0_02,M,white,good,u16_75pl,11.640925,0,7.5,0,0,7.1649875,0,0,0,14.1,0,86.2277375,73.50015
8421,a0_02,M,black,verygood,u16_75pl,0,0,0,0.09,0,0,0,10.138,0,9.569,0,41.75,70.0835
8422,a0_02,M,white,verygood,u16_75pl,0,8.90625,0,3.225,0,45,0,0,0,15.6659575,0,172.505,63.01721
8423,a0_02,M,white,good,u16_75pl,0.076375,0,0,1.652625,0,0,0,2.93125,0,0,0,43.58905,37.4055
8424,a0_02,M,white,good,u16_75pl,0,0,0,23,0,39.6428,0,0,0,5.9374,0,52.389,22.4075
8425,a0_02,M,asian,verygood,u16_75pl,0,0,0,0,0,0,0,0,0,0,0,111,66.7738125
8426,a0_02,M,white,verygood,u16_75pl,0,6,11.578,11.25,0,0,0,0,0,17.875,0,75.60039,167.26
8427,a0_02,M,white,fair,u16_75pl,4.55,0,0,0,0,0,0,26.1125,0,8.8875,0.0744,154.73,57.8705
8428,a0_02,M,white,verygood,u16_75pl,3.792575,0,0,6.330825,0,7.5,0,0,0,0,0,54.71965,29.7866625
8429,a0_02,M,asian,good,u16_75pl,0,0,0,0,0,0,0,19.6226125,0,0,0,67.659375,4.730075
8430,a0_02,M,white,verygood,u16_75pl,0,0,5.625,3.75,0,28.4308,0,4,0,0,0,214.1,158.55385
8431,a0_02,M,white,verygood,u16_75pl,0,0,0,12.375,0,7.5,0,0,0,12.978,0,118.925,48.2166315
8432,a0_02,M,white,verygood,u16_75pl,9,3.75,0,4.3125,0,0,0,6.1791,0,7.5,0,196.2207,116.027446
8433,a0_02,M,white,verygood,u16_75pl,5.4,0,0,13.8315,0,8.75,0,11.625,0,10.5876,0,136.735,88.1657625
8434,a0_02,M,asian,verygood,u16_75pl,0,0,0,0,0,12.375,0,24.08,0,17.304,0,39.35,73.7735
8435,a0_02,M,white,verygood,u16_75pl,0,0,0,0,0,19.419125,0,25.575,0,12.8375,0,215.35,127.207575
8436,a0_02,M,white,verygood,u16_75pl,0,0,24,35.75,0,40.25,0,5,0,0,0,131.355,26.8625
8437,a0_02,M,mixed,good,u16_75pl,0,0,0,0,0,0,0,56.625,0,4.326,0,164.5525,78.06655
8438,a0_02,M,white,verygood,u16_75pl,6.25,0,0,0,0,27.9605,0,13.32,0,0,0,1.15,80.17725
8439,a0_02,M,white,verygood,u16_75pl,18.01875,0.76875,0,21.782325,0,0,0,4.465,0,0,0.1488,144.12875,64.634175
8440,a0_02,M,white,good,u16_75pl,0,2.975,0,5.75,0,0.401775,0,8.75,0,0,0,56.75,67.4765
8441,a0_02,M,white,verygood,u16_75pl,13.4,0,7.5,35.75,0,0,0,9.69975,0,3.75,0,128.04074,64.5665
8442,a0_02,M,white,verygood,u16_75pl,0.70875,2.49075,0,0,0,7.4998,0,14.75325,0,0,0,0,157.780875
8443,a0_02,M,white,verygood,u16_75pl,30,0,0,13.75,0,37.5,0,4.311,0,0,0,66.1875,206.424885
8444,a0_02,M,white,fair,u16_75pl,0,0,0,0,0,34.04746667,0,0,0,5.94,0,33.33333333,24.84108
8445,a0_02,M,white,verygood,u16_75pl,0,0,0,2.875,0,7.5,0,4.311,0,25.4824,0,47.467675,35.559
8446,a0_02,M,white,verygood,u16_75pl,0,0,0,2.5,12.5,30,0,0,0,8.326,0,109.1,51.9921
8447,a0_02,M,white,verygood,u16_75pl,3.624,0,0,0,0,0,0,25,0,4.444875,0,53.9,109.61422
