id,Age,Sex,Ethnicity,Health,Work,Beef,Lamb,Pork,ProcessedRedMeat,Burgers,Sausages,Offal,Poultry,GameBirds,Fish,Alcohol,Fruit,Veg
898,a05_09,F,white,verygood,u16_75pl,0,0,0,20.25,0,33.75,0,6.208,0,20.65,0,236.889,130.7396
899,a05_09,F,black,good,u16_75pl,0,20.35,0,4.625,0,0,0,99.11,0,16.6875,0,226,236.592575
900,a05_09,F,white,verygood,u16_75pl,51.325,0,0,5.75,0,7,0,35,0,0,0,112.3000625,143.065785
901,a05_09,F,white,verygood,u16_75pl,19.35,0,0,23,0,11.25,0,19.467,0,0,0,62.065875,48.2786625
902,a05_09,F,white,bad,u16_75pl,0,0,0,48.25,0,0,0,0,0,0,0,3.45,58.25
903,a05_09,F,white,verygood,u16_75pl,21.14375,0,0,12,0,7.4998,0,19.1565,0,0,0,1.5,61.154
904,a05_09,F,white,verygood,u16_75pl,6.623,0,0,0,0,5.75,0,0,0,12.5,0,122.16375,142.6933
905,a05_09,F,white,verygood,u16_75pl,12.1545,0,0,18.75,0,22.5,0,43.75,0,0,0,59.75,84.04470313
906,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,49.369125,0,0,0,23.05,0,136.625,149.6072025
907,a05_09,F,white,verygood,u16_75pl,19.111875,0,0,0,0,37.5,0,14.944125,0,30.80625,0,74.85,142.03
908,a05_09,F,black,verygood,u16_75pl,0,0,0,0,0,15,0,21.91,0,0,0,135.5,270.67264
909,a05_09,F,white,verygood,u16_75pl,15.325,0,0,8.75,0,23.25,0,8.80035,0,12.84375,0,168.17455,161.88949
910,a05_09,F,asian,verygood,u16_75pl,14.3173825,11.75,0,0,0,0,0,7.020825,0,0,0,125.375,59.7685675
911,a05_09,F,white,verygood,u16_75pl,18.0075,0,22.8175,11.5,0,0,0,0,0,8.652,0,41.75,114.3376375
912,a05_09,F,white,verygood,u16_75pl,12.9,0,0,17.875,0,22.5,0,33.125,0,0,0,40,167.229125
913,a05_09,F,white,verygood,u16_75pl,18.0296875,0,4.455,4.6875,0,15,0,3.76,0,0,0,81.25,63.96529
914,a05_09,F,white,verygood,u16_75pl,0,0,58.25,18,0,30,0,11.25,0,20.825,0,180.375,97.643375
915,a05_09,F,white,verygood,u16_75pl,3.4375,0,2.82405,0,30,0,0,0,0,0.6835,0,54.4065,64.668945
916,a05_09,F,asian,good,u16_75pl,0,3.488,0,0,0,0,0,45.55,0,0,0,144.8,37.757
917,a05_09,F,white,verygood,u16_75pl,23.143375,0,0,16.4543,9.3725,26.25,0,15.5951,0,0,0,192.2,232.668425
918,a05_09,F,white,verygood,u16_75pl,8.5,0,0,24.75,0,11.25,0,5.1051,0,28.647,0,101.6847,35.757975
919,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,0,0,0,0,0.034175,0.328425,222.589,177.9210325
920,a05_09,F,white,verygood,u16_75pl,0,0,0,36.2275,19.5,0,0,14.625,0,25.395,0,97.2625,39.72325
921,a05_09,F,white,verygood,u16_75pl,0,0,0,8.25,0,19.5355,0,12.5,0,0,0,78.8,50.164
922,a05_09,F,white,verygood,u16_75pl,0,0,0,20.25,0,0,0,32.95,0,0,0,153.971875,141.355
923,a05_09,F,white,verygood,u16_75pl,18.475,15,0,0,0,0,0,70.8625,0,12.6567,0,311.395,107.997
924,a05_09,F,white,verygood,u16_75pl,24.1,0,0,0,0,0,0.46325,24.04025,0,51.8125,0,253.6945,137.454875
925,a05_09,F,asian,verygood,u16_75pl,0,25.675,0,0,0,0,0,22.817,0,13.953,0,229.5845,172.79375
926,a05_09,F,white,good,u16_75pl,0,0,0,15.25,0,0,0,57.3,0,0,0,76.75,66.903125
927,a05_09,F,white,verygood,u16_75pl,24.165625,0,17.25,15.5,48.8,0,0,62.5476,0,9,0,128.45,92.0564275
928,a05_09,F,white,good,u16_75pl,0.2407575,0,0,51.2095825,14,0,0,0,0,13.953,0,1.86459,17.94611
929,a05_09,F,white,verygood,u16_75pl,8.60925,0,30,24.25,0,11.87495,0,21.05,0,0,0,24.75,65.88035
930,a05_09,F,white,verygood,u16_75pl,0,0,0,23,0,51.37485,0,26.4826,0,9,0,88,68.125
931,a05_09,F,white,verygood,u16_75pl,0.1128,0,0,26.4408,0,0,0,13.5765,0,9.44,0,249.3184,91.0669
932,a05_09,F,white,verygood,u16_75pl,10.0005,0,0,17.75,0,15,2.775,37.31565,0,10.045,0,20.025,43.581875
933,a05_09,F,white,verygood,u16_75pl,0,0,0,29,0,0,0,0,0,0,0,55.75,49.874625
934,a05_09,F,white,verygood,u16_75pl,0,0,0,5.75,6.75,8.0355,0,18.098825,0,0,0,125.3975,153.104875
935,a05_09,F,white,good,u16_75pl,0,0,0,12.5,0,0,0,32.05525,0,17.304,0,90.8342,65.150025
936,a05_09,F,white,verygood,u16_75pl,47.95,0,0,82.125,0,0,0,0,0,0,0,24.771875,80.4
937,a05_09,F,white,verygood,u16_75pl,0,14.84375,0,35.5,0,0,0,29.1262,0,0,0,14.8,34.39675
938,a05_09,F,white,verygood,u16_75pl,7.43,0,50.3,7.8125,0,21,0,44.66575,0,12.98,0.255,88.117875,197.83825
939,a05_09,F,white,verygood,u16_75pl,0,0,0,18,0,15,0,24.42375,0,11.9765,0,173.24375,156.7812638
940,a05_09,F,asian,verygood,u16_75pl,8.775,0,9.475,16,0,25,0,8.75,0,0,0,147.5700025,171.2491475
941,a05_09,F,white,good,u16_75pl,27.625,0,0,11,0,0,0,0,0,0,0,64.226875,151.05875
942,a05_09,F,white,verygood,u16_75pl,0,22.5,0,0,0,2.5,0,13.125,0,18.65025,0,23.486025,50.6422125
943,a05_09,F,white,verygood,u16_75pl,2.2,0,10,25.552,0,17.5,0,0,0,0,0,21.7864,68.89015
944,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,0,0,0,0,0,0,64.4,87.1685
945,a05_09,F,white,good,u16_75pl,0.0658,0,0,24.1738,0,1.96,0,39.9955,0,12.978,0,98.8096,60.6044
946,a05_09,F,white,verygood,u16_75pl,0,0,0,35.5,8.5,0,0,43.93025,0,28.5114,0,87.7,35.685
947,a05_09,F,white,verygood,u16_75pl,0,0,20,0,0,48.6068,0,17.35393,0,0,0,108.88,0.635
948,a05_09,F,white,verygood,u16_75pl,0,0,0,3.4231,9,43.66035,0,49.0943,0,0,0,86.7467,22.78005
949,a05_09,F,white,verygood,u16_75pl,11.862825,0,3.2865,0,0,45,0,42.5,0,13.953,0,51.6525,89.3805
950,a05_09,F,white,verygood,u16_75pl,0,0,0,18.25,0,15,0,32.2575,23.22,17.304,0,30.579301,77.6975
951,a05_09,F,white,fair,u16_75pl,6.3531,0,0,37.5,0,33.75,0,13.75,7.5,4.9294375,0,105.31875,92.2081875
952,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,11.87495,0,36.25,0,38.77,0,69.25,83.3550625
953,a05_09,F,asian,verygood,u16_75pl,0,0,0,0,0,0,0,0,0,0,0,137.50125,208.1769
954,a05_09,F,white,good,u16_75pl,17.64725,0,0,8.551,0,23,0,25.539,0,0,0,159.9873,119.330625
955,a05_09,F,white,good,u16_75pl,10.5339,0,0,23,0,59.7,0,20.0076,0,0,0,62.63,87.837375
956,a05_09,F,white,verygood,u16_75pl,0,0,11.25,23,0,22.5,0,0,0,0,0,64.535375,79.36275
957,a05_09,F,white,verygood,u16_75pl,35.6975,0,0,8.25,0,30,0,0,0,17.304,0,206.89,106.20575
958,a05_09,F,white,verygood,u16_75pl,6.95415,0,0,23.75,0,22.75,0,17.125,0,0,0,75,48.1478325
959,a05_09,F,white,verygood,u16_75pl,0.1739,0,0,3.7629,25.5,18.5625,0,13.75,0,0.50625,0,50.2018,55.60493
960,a05_09,F,white,verygood,u16_75pl,2.9211,0,6.573,0,0,15,0,76.16,0,0,0,125,115.6055
961,a05_09,F,white,good,u16_75pl,36.3,0,0,0,0,0,0,20.3125,0,25.52,0,17.06455,40.96875
962,a05_09,F,white,verygood,u16_75pl,5.225,0,0,11,0,7.4998,0,18.474525,0,0,0,137.5,58.166695
963,a05_09,F,white,good,u16_75pl,18.025,0,0,11.5,0,54.6422,0,0,0,0,0,25,54.582375
964,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,17.5,0,17.5,0,8.652,0,107.5175,61.140875
965,a05_09,F,white,verygood,u16_75pl,0,0,0,11.5,0,45.5355,0,48.7,0,23.223,0,108.5,16.47625
966,a05_09,F,white,fair,u16_75pl,24.422,17.5,0,15.375,0,38.75,0,0,0,0,0,163.2864,105.5440275
967,a05_09,F,white,good,u16_75pl,6.65,0,0,7.998625,0,0,0,21.793,0,0,0,59.209875,30.0501875
968,a05_09,F,white,good,u16_75pl,12.4233125,0,0,22.7109325,0,22.5,0,13.75,0,0,0.1752,1.34225,80.5655
969,a05_09,F,white,verygood,u16_75pl,0,0,0,22.25,0,0,0,0,0,0,0,246.7,21.02
970,a05_09,F,white,fair,u16_75pl,20.15326,0,0,0,9.3725,0,0,20.5,0,23.19675,0,282.49166,150.827325
971,a05_09,F,white,verygood,u16_75pl,16.818275,0,0,0,9,8.9185375,0,39.6934625,0,0,0,94.15,119.51875
972,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,0,0,37.996,0,8.13925,0,144.796875,58.904585
973,a05_09,F,white,verygood,u16_75pl,6.345625,0,0,15,0,30,0,26.05785,0,21.6275,0,322.875,144.9964375
974,a05_09,F,white,good,u16_75pl,15.982795,0,0,5.578245,0,15,0.40875,6.87375,0,30.47125,0,1.99654,45.47874
975,a05_09,F,white,verygood,u16_75pl,0.008125,0,11.25,34.4,0,59.571,0,0,0,25.775,0,211.9925,66.56
976,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,7.5,0,3.6725,0,8.46575,0,53.375,126.28
977,a05_09,F,white,verygood,u16_75pl,16.4725,0,0,24.5,0,0,0,35,0,3.9039,0,70,147.872
978,a05_09,F,white,verygood,u16_75pl,60.475,0,0,6.25,0,30,0,15.279075,0,13.1625,0,207.13,223.137975
979,a05_09,F,asian,good,u16_75pl,0,7.863,0,0,0,0,0,28.2956,0,0,0,0.38682,33.041625
980,a05_09,F,white,verygood,u16_75pl,12.065,0,0,0,0,74.85,0,9.7326,0,0,0,63.875,112.430625
981,a05_09,F,black,verygood,u16_75pl,0,0,0,22.9775,32.5,38.83825,0,61.7659,0,0,0,94.76625,52.016375
982,a05_09,F,asian,verygood,u16_75pl,21.608,35.28,0,9,0,0,0,4.275,0,0,0,55.0055,96.78432
983,a05_09,F,white,verygood,u16_75pl,17.6363,0,0,11.5743,0,0.7,0,25,0,7.05,0,138.06645,101.6874
984,a05_09,F,white,verygood,u16_75pl,45.66,0,0,5.5,0,16.071,0,10.6165,0,37.90255,0,34.575,19.064
985,a05_09,F,white,good,u16_75pl,90,0,0,8.25,0,18.5625,0,15.56865,0,0,0,30,217.391475
986,a05_09,F,white,verygood,u16_75pl,0,0,0,8.625,0,30,0,12.415665,0,13.365,0,192.75,44.111085
987,a05_09,F,white,verygood,u16_75pl,8.83,0,22.5,19.25,6.375,20.75,0,0,0,15.697125,0,115.61,37.894
988,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,12.5,0,19.436,0,0,0,18.75,0
989,a05_09,F,white,good,u16_75pl,0,0,0,12.5,9,30,0,19.348825,0,0,0,37.5,39.35182
990,a05_09,F,white,verygood,u16_75pl,32.3,0,0,0,0,0,0,19.2728625,0,25.2,0.3384,74,204.782
991,a05_09,F,white,verygood,u16_75pl,0,0,0,23.4,0,30,0,56.25,0,32.15,0,208.16075,117.16836
992,a05_09,F,white,verygood,u16_75pl,0,0,0,20.2165,0,0,0,7.5,0,57.771125,0,75,167.27375
993,a05_09,F,white,verygood,u16_75pl,12.7869375,0,0,18.8815625,0,0,0,51.7212075,0,29.117875,0,53.77875,87.10144
994,a05_09,F,white,verygood,u16_75pl,10,0,0,0,0,50.625,0,11.82525,0,13.953,0,0,10
995,a05_09,F,white,verygood,u16_75pl,39.6935,0,0,5.75,0,0,0,0,0,17.304,0,96.915625,192.14575
996,a05_09,F,white,verygood,u16_75pl,4.93453125,0,11.25,9.3229375,0,60,0,0,0,0,0,125.7368375,73.33840625
997,a05_09,F,white,verygood,u16_75pl,0.184475,0,0,15.141725,0,20.4,0,24.1545,0,8.652,0,97.0852,106.63003
998,a05_09,F,white,verygood,u16_75pl,0,0,11.25,3.75,11.2875,0,0,29.575,0,8.13925,0,21.501075,80.972725
999,a05_09,F,white,verygood,u16_75pl,0.254975,0,0,5.517225,10.75,24.28125,0,26.25,0,0,0,102.550325,160.734425
1000,a05_09,F,white,good,u16_75pl,0.1363,0,0,8.6993,0,35,0,46.65,0,6.5212,0,171.8591,61.0324
1001,a05_09,F,white,verygood,u16_75pl,0.10105,0,0,19.43655,0,60,0,19.5,0,7.375,0,117.1726,72.5618425
1002,a05_09,F,white,verygood,u16_75pl,29.225,0,0,11,0,0,0,56.8825,0,0,0,28.01,50.918
1003,a05_09,F,white,verygood,u16_75pl,9.759225,0,0,24.731975,0,8.4,0,11.75,0,0,0,162.0517,121.96705
1004,a05_09,F,white,verygood,u16_75pl,17.10625,0,0,0,0,0,0,22.5,0,0,0.332475,146.69207,62.966875
1005,a05_09,F,white,verygood,u16_75pl,0.5875,0,0,12.7125,0,19.419125,0,23.6349,0,17.304,0,128.3615,35.2529
1006,a05_09,F,white,verygood,u16_75pl,0.1974,0,0,39.080025,0,36.0355,0,29.5855,0,0,0,1.5288,41.2057
1007,a05_09,F,mixed,verygood,u16_75pl,0,21.85,0,0,0,0,0,0,0,15.852,0,163.8125,104.7956
1008,a05_09,F,white,verygood,u16_75pl,0,0,0,7.95,20.97,30,0,62.768125,0,0,0,39.525,64.709625
1009,a05_09,F,white,verygood,u16_75pl,44.425,0,0,11.5,0,0,0,33.8328625,0,22.0575,0,25.7588,268.62137
1010,a05_09,F,white,verygood,u16_75pl,5.60575,0,0,2.28825,9,30,0,0,0,26.5875,0,49.669,99.0037125
1011,a05_09,F,white,good,u16_75pl,5.9343375,0,0,25.4,0,0,0,10.775,0,7.5,0,170.625,17.82891
1012,a05_09,F,white,verygood,u16_75pl,0.009625,0,0,14.5,0,25,0.0055,27.461875,0,24.9885,0,104.85,78.24059375
1013,a05_09,F,black,verygood,u16_75pl,0,0,0,0,0,41.93,0,7.2296,0,4.326,0,193.3206625,199.15805
1014,a05_09,F,white,verygood,u16_75pl,0,0,0,1.375,0,51.125,0,28.8375,0,25.029,0,54.75,48.34325
1015,a05_09,F,white,verygood,u16_75pl,10.95,0,8.75,11.75,0,18.25,0,68.493125,0,31.25,0,43.3,68.562405
1016,a05_09,F,asian,good,u16_75pl,0,41.68125,0,0,0,0,0,43.972475,1.285625,6.21,0,55.41725,94.364
1017,a05_09,F,asian,fair,u16_75pl,0,0,0,0,0,0,0,0,0,25.627,0,10.7275,158.2465
1018,a05_09,F,white,verygood,u16_75pl,0,4.375,0,22.65,0,21.575,0,27.975,0,20.977,0,195.875,199.5166988
1019,a05_09,F,white,good,u16_75pl,92.16875,11.890125,30,0,0,0,0,0,0,0,0,191.575,164.279915
1020,a05_09,F,white,verygood,u16_75pl,37.013,0,0,0,0,75,0,24.7164,0,24.1321275,0,290.625,112.5918438
1021,a05_09,F,white,verygood,u16_75pl,4.173,0,0,6.25,0,30,0,22.8862,0,48.104375,0,67.813,142.39775
1022,a05_09,F,white,good,u16_75pl,12.9825,0,0,34.5,0,48.7499,0,8.622,0,0,0,102.75,118.60548
1023,a05_09,F,white,verygood,u16_75pl,0.40185,0,0,12.82035,0,30,0,37.7326,0,0,0,118.2752,174.708675
1024,a05_09,F,white,verygood,u16_75pl,8.01024,0,0,51.675,0,38.625,0,16.25,0,0,0,205.54787,175.80296
1025,a05_09,F,white,good,u16_75pl,0,0,20.2621875,20.525,0,0,0,9.7326,0,30.325,0,159.2235,98.3665625
1026,a05_09,F,white,good,u16_75pl,20.333,0,0,0,0,0,0,36.62,0,0,0,117,154.375
1027,a05_09,F,white,verygood,u16_75pl,4.32715,0,0,3.8115,0,53,0,14.82795,0,25.7115,0,124.605,45.56435
1028,a05_09,F,white,good,u16_75pl,8.272875,7.92675,0,19.474725,0,30,0,16.67225,0,0,0,49.5647,28.40853
1029,a05_09,F,white,verygood,u16_75pl,0,0,0,13.5755,0,5.75,0,7.35,0,48.2,0,55.925,176.2373125
1030,a05_09,F,white,verygood,u16_75pl,11.875,0,0,39.375,0,22.5,0,85.8805,0,0,0,155,24.30805
1031,a05_09,F,white,verygood,u16_75pl,20.596,0,0,0,9,33.75,0,34.507,0,8.652,0,118.5,57.910305
1032,a05_09,F,white,verygood,u16_75pl,0,0,0,8.625,0,65.75,0,0,0,0,0,32.37655,69.10935
1033,a05_09,F,white,verygood,u16_75pl,0,0,16.25,12.5,19.5,0,0,0,0,26.4121,0,119.998,126.703325
1034,a05_09,F,white,verygood,u16_75pl,8.775,0,0,7.78,0,15,0,0,0,8.15,0,145.577225,106.6950625
1035,a05_09,F,white,good,u16_75pl,0,0,0,0,0,0,0,16.25,0,9.1155,0,0,168.539845
1036,a05_09,F,white,good,u16_75pl,9.25,0,0,0,12.5,0,0,24,0,12.3525,0,42.65,134.6242925
1037,a05_09,F,mixed,verygood,u16_75pl,30.277725,0,0,0,0,0,2.71405,47.089775,0,8.85,0.046,161.14395,136.6844475
1038,a05_09,F,white,bad,u16_75pl,50.85,0,0,5.75,0,0,0,40.1701,0,29.09025,0,25.5,112.501125
1039,a05_09,F,white,verygood,u16_75pl,9.387,0,0,0,0,58.125,0,59.7326,0,17.304,0,90.625,154.29425
1040,a05_09,F,white,verygood,u16_75pl,40.85,0,0,15.56,0,30,0,0,0,27.5,0,72.3,75.2562
1041,a05_09,F,white,verygood,u16_75pl,0,0,0,5.5,0,49.2856,0,7.47,0,12.978,0,62.5,22.8224
1042,a05_09,F,white,verygood,u16_75pl,12.15,0,0,7.5,0,0,0,35.705,0,0,0,286.6,98.82445
1043,a05_09,F,white,verygood,u16_75pl,9.375,0,1.8945,0,0,0,6.3,41.2575,0,6.58125,0,73.1375,92.666155
1044,a05_09,F,white,verygood,u16_75pl,23.875,0,0,11.5,0,0,0,36.645,0,23.0655,0,146.14,85.07654
1045,a05_09,F,white,good,u16_75pl,10.9876775,0,0,29.3941,0,0,0,15.74429375,0,0.6327,0,138.994675,22.5093725
1046,a05_09,F,white,good,u16_75pl,0.0551075,0,0,4.0674325,0,0,0,7.684,0,0,0,215.42679,80.6175125
1047,a05_09,F,white,verygood,u16_75pl,0,0,0,37.5,0,38.0355,0,49.9605,0,0,0,44.6,15.778375
1048,a05_09,F,asian,good,u16_75pl,0,0,0,0,0,0,0,0,0,0,0,149.296,218.42828
1049,a05_09,F,white,good,u16_75pl,20.84404875,0,0,11.25,0,0,0,9.965,0,12.978,0,42.325,119.6363675
1050,a05_09,F,black,verygood,u16_75pl,9.113795,0,0,2.6775,0,0,0,61.2906,0,0,0,46.625,58.918895
1051,a05_09,F,white,good,u16_75pl,0,0,0,0,0,30.5355,0,15.7923,0,0,0,87.990575,17.9563
1052,a05_09,F,white,good,u16_75pl,10.275,0,0,40.025,0,0,0,16.25,0,0,0,20.2182,2.996825
1053,a05_09,F,other,verygood,u16_75pl,27.075,0,0,0,0,0,0,0,0,0,0,132.7,62.30934
1054,a05_09,F,white,verygood,u16_75pl,24.9,0,0,20.75,0,0,0,1.848825,0,4.27275,0,96.35,53.5423675
1055,a05_09,F,white,verygood,u16_75pl,0,0,0,18.7985,17.6621,7.4998,0,7.975325,0,0,0,182.7921875,76.44182
1056,a05_09,F,asian,bad,u16_75pl,0,0,0,0,0,0,0,31.95,0,0,0,4.721875,234.225
1057,a05_09,F,white,good,u16_75pl,39.8,0,15,0,0,0,0,6.4665,0,0,0,94.4,147.938565
1058,a05_09,F,white,verygood,u16_75pl,23.975,0,0,2.75,0,0,0,12.06,0,26.875,0,178.548,86.5
1059,a05_09,F,white,verygood,u16_75pl,5.925,7.705,0,0,10,30,0,12,7,8.652,0.0552,46.0238,80.836575
1060,a05_09,F,white,good,u16_75pl,41.413,0,0,0,21.25,8.0355,0,14.37,0,0,0,0,108.47875
1061,a05_09,F,white,verygood,u16_75pl,15.025,0,36.825,0,0,0,0,0,0,0,0,284.415625,135.740835
1062,a05_09,F,white,verygood,u16_75pl,0,0,8.75,17.25,20.011125,45,0,25.15,0,0,0,89.44375,90.7675425
1063,a05_09,F,white,verygood,u16_75pl,0,0,0,2.75,31.25,0,0,11.25,0,0,0,1.88,75.67325
1064,a05_09,F,white,verygood,u16_75pl,4.75475,0,0,17.25,0,0,0,4.4,0,5.5012,0,328.12375,154.123125
1065,a05_09,F,white,good,u16_75pl,0,0,0,0,0,0,0,5.0690625,0,0,0,0,57.391945
1066,a05_09,F,white,verygood,u16_75pl,0,0,0,0,6.25,0,0,8.1425,0,0,0,228.125,83.70430375
1067,a05_09,F,black,verygood,u16_75pl,0,17.5,0,0,0,0,0,43.3,0,0,0,75,318.65175
1068,a05_09,F,white,verygood,u16_75pl,10.4,0,0,0,19.5,0,0,28.66625,0,18.1,0,162.15,146
1069,a05_09,F,white,verygood,u16_75pl,0.338823,0,0,7.331553,0,79.65,0,0,0,0,0,12.974076,224.020779
1070,a05_09,F,white,good,u16_75pl,0,0,0,0,0,0,0,0,0,0,0,237.108525,195.58549
1071,a05_09,F,white,good,u16_75pl,0.24111,0,0,10.96721,11.2875,30,0,4.8663,0,0,0,13.94232,6.95628
1072,a05_09,F,white,verygood,u16_75pl,75,0,0,22,0,22.5,0,0,0,0,0,101.89375,231.1891975
1073,a05_09,F,white,fair,u16_75pl,5.05875,0,0,0,0,60,3.99375,26.5,0,0,0,0,6.789
1074,a05_09,F,white,verygood,u16_75pl,0,0,0,13.725,0,51.2,0,17.5,0,21.7,0,107.821875,89.862355
1075,a05_09,F,asian,verygood,u16_75pl,0,0,0,0,0,0,0,21.275,0,0,0,51.7202,122.152595
1076,a05_09,F,white,verygood,u16_75pl,0,0,0,23,0,60,0,0,0,0,0,217.7775,62.0565
1077,a05_09,F,white,good,u16_75pl,7.9,8.195,0,33.25,0,30,0,4.3256,0,0,0,97.3391,113.636125
1078,a05_09,F,white,verygood,u16_75pl,9.54,7.875,0,5.75,0,45.75,0,3.735,0,12.1125,0,112.25,91.13305
1079,a05_09,F,white,verygood,u16_75pl,0,0,0,0,0,0,0,0,0,22.0313625,0,137.625,186.9258672
1080,a05_09,F,mixed,verygood,u16_75pl,55.0753125,0,0,0,0,0,0,18.2475,0,0,0,140.25,15.025
1081,a05_09,F,white,good,u16_75pl,5.5755,12.5,7.5,19,0,30,0,3.9808,0,13.825,0,33.35,50.09346
1082,a05_09,F,black,verygood,u16_75pl,0,0,0,25,0,0,0,45,0,0,0,100,129.003
1083,a05_09,F,white,verygood,u16_75pl,5.1,30.82,0,32,0,0,0,45.2926,0,0,0,203.466,100.808
1084,a05_09,F,white,verygood,u16_75pl,6.25,0,0,11.5,0,30,0,20.385,0,0,0,25.675,78.1929175
1085,a05_09,F,white,verygood,u16_75pl,11.35585,0,2.295,1.359,22.42825,0,0,26.25,0,35.478,0,64.831,159.328655
1086,a05_09,F,white,good,u16_75pl,22.06666667,0,0,35,0,54.16646667,0,17.244,0,0,0,0,51.02462667
1087,a05_09,F,white,verygood,u16_75pl,16.24025,0,0,0,0,15,0,22.517,0,13.953,0,108,47.60475
1088,a05_09,F,white,verygood,u16_75pl,0,7.71875,0,6.25,0,26.7856,0,28.686,0,0,0,90.0238,58.481975
1089,a05_09,F,white,verygood,u16_75pl,35.8863,0,34.944,3.1263,9.78,13.525,0,36.10795,0,23.9225,0.068,106.7306,92.181975
1090,a05_09,F,white,verygood,u16_75pl,4.2408,0,0,0,0,61.071,0,18.4436,0,7.29,0,38.102,82.562425
1091,a05_09,F,white,good,u16_75pl,14,0,0,0,0,0,0,0,0,16.548,0,141.375,135.36075
1092,a05_09,F,white,good,u16_75pl,0,0,5.47875,23,0,9.37475,0,0,0,21.63,0,33,0
1093,a05_09,F,white,verygood,u16_75pl,1.9474,0,7.2695,0,14.625,0,1.575,63.48825,0,5.27,0,28.75,69.2455
1094,a05_09,F,white,verygood,u16_75pl,6.49475,0,0,69.875,0,0,0,20.3681,0,0,0,75,66.1449
1095,a05_09,F,white,verygood,u16_75pl,12.516,0,0,32.25,0,16.25,0,6.58375,0,0,0,96.5,67.046875
1096,a05_09,F,white,verygood,u16_75pl,19.428,9.9,0,20.7625,0,0,0,0,0,15,0,87.623875,69.83403375
1097,a05_09,F,white,good,u16_75pl,0.1321875,0,0,2.8603125,0,75,0,57.5,0,0,0,1.02375,62.0975
1098,a05_09,F,white,good,u16_75pl,15.075,0,0,0,0,30,0,0,0,26.553,0,80.939925,130.400375
1099,a05_09,F,white,verygood,u16_75pl,34.275,0,0,5,0,3.7499,0,0,0,0,0,116.5,34.111745
1100,a05_09,F,white,good,u16_75pl,0.140765,0,0,10.545915,0,45,0,49.8182,0,8.1,0,105.64018,50.57622
1101,a05_09,F,white,verygood,u16_75pl,62.5,0,0,9.5,0,20,0,32.231125,0,0,0,130.175875,41.875
1102,a05_09,F,white,verygood,u16_75pl,32.3,0,0,2.05,0,0,0,16.25,0,0,0,201.854425,221.9288
1103,a05_09,F,white,verygood,u16_75pl,0,0,10.35,11,0,5.75,0,8.2,0,14.4625,0,100.02782,155.80175
1104,a05_09,F,white,verygood,u16_75pl,29.488,0,0,0,0,15,0,18.4665,0,0,0,93.75,61.854475
1105,a05_09,F,white,verygood,u16_75pl,0,0,0,11,0,1.87495,0,15.967,0,19.37313,0,110.35,40.113355
1106,a05_09,F,white,good,u16_75pl,0,0,0,32.5,0,15,0,10.2,0,46.12775,0,593.875,200.90625
1107,a05_09,F,white,verygood,u16_75pl,34.3614,0,0,11.5,0,0,0,35.748225,0,0,0,154.25,79.04265
1108,a05_09,F,white,good,u16_75pl,6.225,0,0.3525,25.1375,12.520625,5.75,0,57.0878,0,0,0,360.225,113.932625
1109,a05_09,F,white,verygood,u16_75pl,26.6,0,0,0,0,37.5,0,17.5,0,7.0875,0,206.1596,41.575
1110,a05_09,F,black,verygood,u16_75pl,0,0,0,18.75,0,4.5225,0,20.403,0,0,0,187.5,22.955325
1111,a05_09,F,white,verygood,u16_75pl,26.77,0,0,7.5,0,0,0,34.6628,0,0,0,165.7975,125.5422625
1112,a05_09,F,white,fair,u16_75pl,0,0,13.125,11.5,8.5,15,0,44.70425,0,0,0,157.2905,34.022875
1113,a05_09,F,white,good,u16_75pl,12.79755,0,0,1.67805,0,0,0,26.9,0,12.5,0,79.4879,182.046045
1114,a05_09,F,white,verygood,u16_75pl,24.425,0,2.575,24.676,25,28.4,0,12.625,0,2.4,0,85.435775,134.9275
1115,a05_09,F,asian,good,u16_75pl,4.75475,0,0,0,0,0,0,21.822525,0,0,0,105.5,208.859775
1116,a05_09,F,white,fair,u16_75pl,0,0,0,0,0,0,0,0,0,41.2101,0,71.55,15.01325
1117,a05_09,F,white,fair,u16_75pl,0.19975,0,0,26.57225,0,0,0,29.4247,1.87,0,0,2.459,34.72695
1118,a05_09,F,white,verygood,u16_75pl,0,0,0,3.5,0,40.78125,0,25.2326,0,3.8625,0,64.3,125.925625
1119,a05_09,F,white,verygood,u16_75pl,21.925,0,15.2,5.75,0,0,0,18.045,0,4.2525,0,158.08925,101.573665
1120,a05_09,F,white,verygood,u16_75pl,9.25,0,0,2.875,0,29.1636,0,17.5875,0,4.33475,0,80.355,138.0721625
1121,a05_09,F,white,verygood,u16_75pl,0,10.275,0,0,0,45,0,0,0,0,0,78.05,35.19
1122,a05_09,F,white,good,u16_75pl,0,0,0,0,11.25,0,0,4.275,0,0,0,205.6875,89.15625
